dataset,evaluation_revision,metric,contrast,n_conditions,conditions,point_delta,bootstrap_mean,ci95_low,ci95_high,n_replicates,effect_scale
ksdd2,study,pixel_ap,E_TRI_D_L: TRI_D_L - DUP_L,12,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8;s2k1;s2k2;s2k4;s2k8,0.03822841771806142,0.03997443449658692,0.01968322144287896,0.062396096103134006,1000,0.005
ksdd2,study,pixel_ap,E_TRI_D_J: TRI_D_J - DUP_J,12,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8;s2k1;s2k2;s2k4;s2k8,0.033235874123142606,0.034904800725824615,0.016155813023426124,0.05584151457736154,1000,0.005
ksdd2,study,pixel_ap,E_BAL_D_L: BAL_D_L - A1_L,12,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8;s2k1;s2k2;s2k4;s2k8,0.012414582306554808,0.013911202646034496,-0.0017496432645109667,0.03160903602340014,1000,0.005
ksdd2,study,pixel_ap,E_BAL_D_J: BAL_D_J - A1_J,12,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8;s2k1;s2k2;s2k4;s2k8,0.008748556149258105,0.01019175779259299,-0.0047135318272299945,0.02656826529826739,1000,0.005
