dataset,category,seed,shot,revision,method,pixel_ap,pixel_auroc,is_new_d_method
ksdd2,ksdd2,0,1,study,D,0.3415444378890987,0.9654141999732879,True
ksdd2,ksdd2,0,1,study,A1_J,0.6070607683602991,0.9879772431818742,False
ksdd2,ksdd2,0,1,study,A1_L,0.6090139057489621,0.9874585375010462,False
ksdd2,ksdd2,0,1,study,DUP_J,0.572697236518662,0.9859407063299406,False
ksdd2,ksdd2,0,1,study,DUP_L,0.574149852948218,0.9857186063462857,False
ksdd2,ksdd2,0,1,study,TRI_D_J,0.6335915715836076,0.9898366785009963,True
ksdd2,ksdd2,0,1,study,TRI_D_L,0.630996684338069,0.9896991550471611,True
ksdd2,ksdd2,0,1,study,BAL_D_J,0.6272138183722118,0.9904973530865735,True
ksdd2,ksdd2,0,1,study,BAL_D_L,0.625862073554315,0.9903076227602808,True
ksdd2,ksdd2,0,2,study,D,0.4546067975115906,0.9765217211422117,True
ksdd2,ksdd2,0,2,study,A1_J,0.6395935682530708,0.9932278448479736,False
ksdd2,ksdd2,0,2,study,A1_L,0.6439160841772208,0.9926959221353562,False
ksdd2,ksdd2,0,2,study,DUP_J,0.6221017950167974,0.9915784887630303,False
ksdd2,ksdd2,0,2,study,DUP_L,0.6243337950397679,0.9910677802938164,False
ksdd2,ksdd2,0,2,study,TRI_D_J,0.6634555567479032,0.994468693173044,True
ksdd2,ksdd2,0,2,study,TRI_D_L,0.6666878758925305,0.9945068989089316,True
ksdd2,ksdd2,0,2,study,BAL_D_J,0.6567831166608373,0.9948230767412732,True
ksdd2,ksdd2,0,2,study,BAL_D_L,0.6620791352904525,0.9950302201384439,True
ksdd2,ksdd2,0,4,study,D,0.48674382914908565,0.9800441252052177,True
ksdd2,ksdd2,0,4,study,A1_J,0.6524871514996484,0.9943069177200841,False
ksdd2,ksdd2,0,4,study,A1_L,0.6560942342824613,0.9939212337891307,False
ksdd2,ksdd2,0,4,study,DUP_J,0.6401381573400955,0.9927930984346407,False
ksdd2,ksdd2,0,4,study,DUP_L,0.6400883860190589,0.992524511013367,False
ksdd2,ksdd2,0,4,study,TRI_D_J,0.6701041936164507,0.995425154576957,True
ksdd2,ksdd2,0,4,study,TRI_D_L,0.6768499988286191,0.9956069111785754,True
ksdd2,ksdd2,0,4,study,BAL_D_J,0.6632430646955849,0.9957772237993684,True
ksdd2,ksdd2,0,4,study,BAL_D_L,0.6698888303091646,0.995982686693852,True
ksdd2,ksdd2,0,8,study,D,0.5055301868784675,0.9805916373434739,True
ksdd2,ksdd2,0,8,study,A1_J,0.6606158787288494,0.9951135582798303,False
ksdd2,ksdd2,0,8,study,A1_L,0.665882517371581,0.9948268273499468,False
ksdd2,ksdd2,0,8,study,DUP_J,0.6585284717212414,0.9939662368034983,False
ksdd2,ksdd2,0,8,study,DUP_L,0.6597578959342296,0.9936973658352357,False
ksdd2,ksdd2,0,8,study,TRI_D_J,0.6765085234633312,0.9960200614727744,True
ksdd2,ksdd2,0,8,study,TRI_D_L,0.6833092396142287,0.9962602220610111,True
ksdd2,ksdd2,0,8,study,BAL_D_J,0.6645629292442106,0.9963208889777377,True
ksdd2,ksdd2,0,8,study,BAL_D_L,0.6745802194720649,0.9965386614015278,True
ksdd2,ksdd2,1,1,study,D,0.4151241681785739,0.9721516932704399,True
ksdd2,ksdd2,1,1,study,A1_J,0.6585559340757277,0.9927593324908977,False
ksdd2,ksdd2,1,1,study,A1_L,0.6612843918600091,0.9926503635575152,False
ksdd2,ksdd2,1,1,study,DUP_J,0.6476337250315514,0.9915317488408124,False
ksdd2,ksdd2,1,1,study,DUP_L,0.6470621259757177,0.9913590611489023,False
ksdd2,ksdd2,1,1,study,TRI_D_J,0.6717237313188369,0.9948394590336598,True
ksdd2,ksdd2,1,1,study,TRI_D_L,0.6781164135709998,0.9949303662063674,True
ksdd2,ksdd2,1,1,study,BAL_D_J,0.6585805398844287,0.9950811316088354,True
ksdd2,ksdd2,1,1,study,BAL_D_L,0.6687495667953454,0.9953449721736126,True
ksdd2,ksdd2,1,2,study,D,0.4745806948804214,0.9774195705844828,True
ksdd2,ksdd2,1,2,study,A1_J,0.6390059702432408,0.9928358849147327,False
ksdd2,ksdd2,1,2,study,A1_L,0.6449494319082133,0.9926535791994224,False
ksdd2,ksdd2,1,2,study,DUP_J,0.6114657602805935,0.9917984051610567,False
ksdd2,ksdd2,1,2,study,DUP_L,0.6139470720072736,0.9913880673670101,False
ksdd2,ksdd2,1,2,study,TRI_D_J,0.6637710804600931,0.9950954712068065,True
ksdd2,ksdd2,1,2,study,TRI_D_L,0.6750373248759876,0.9951810069286305,True
ksdd2,ksdd2,1,2,study,BAL_D_J,0.6558471031854833,0.9950512098260178,True
ksdd2,ksdd2,1,2,study,BAL_D_L,0.6701976414608546,0.9954414498885664,True
ksdd2,ksdd2,1,4,study,D,0.49133828714994565,0.9794468097115897,True
ksdd2,ksdd2,1,4,study,A1_J,0.6627565568335386,0.9925608682175954,False
ksdd2,ksdd2,1,4,study,A1_L,0.6722832274559913,0.992797942342092,False
ksdd2,ksdd2,1,4,study,DUP_J,0.6575944415108714,0.9912794930872271,False
ksdd2,ksdd2,1,4,study,DUP_L,0.6625697281511977,0.9913596564150389,False
ksdd2,ksdd2,1,4,study,TRI_D_J,0.6778178242846205,0.9950467997880539,True
ksdd2,ksdd2,1,4,study,TRI_D_L,0.6887839947433976,0.9954175600811694,True
ksdd2,ksdd2,1,4,study,BAL_D_J,0.6647584133880796,0.995032621799697,True
ksdd2,ksdd2,1,4,study,BAL_D_L,0.6783199362645395,0.99566833816552,True
ksdd2,ksdd2,1,8,study,D,0.5167802309541325,0.9811789028608945,True
ksdd2,ksdd2,1,8,study,A1_J,0.6658592909892791,0.9934784853268487,False
ksdd2,ksdd2,1,8,study,A1_L,0.6754697976823038,0.9938228372642398,False
ksdd2,ksdd2,1,8,study,DUP_J,0.6610377224108681,0.9923811566834251,False
ksdd2,ksdd2,1,8,study,DUP_L,0.6648445824051679,0.992559708838983,False
ksdd2,ksdd2,1,8,study,TRI_D_J,0.6809954119340321,0.9952815919069096,True
ksdd2,ksdd2,1,8,study,TRI_D_L,0.6929243294034704,0.9957584053759073,True
ksdd2,ksdd2,1,8,study,BAL_D_J,0.6690580034752911,0.9953928035387747,True
ksdd2,ksdd2,1,8,study,BAL_D_L,0.6835936572140512,0.9960596301204672,True
ksdd2,ksdd2,2,1,study,D,0.3102912523941184,0.9646120219320374,True
ksdd2,ksdd2,2,1,study,A1_J,0.5923151932292438,0.9793638146863985,False
ksdd2,ksdd2,2,1,study,A1_L,0.5971699897095193,0.9792673463418821,False
ksdd2,ksdd2,2,1,study,DUP_J,0.5585967908534203,0.9761375356901654,False
ksdd2,ksdd2,2,1,study,DUP_L,0.560302711717172,0.9761538320970204,False
ksdd2,ksdd2,2,1,study,TRI_D_J,0.5992048471574905,0.9842241984686786,True
ksdd2,ksdd2,2,1,study,TRI_D_L,0.6036114331329868,0.9841845644104675,True
ksdd2,ksdd2,2,1,study,BAL_D_J,0.5974292269325169,0.9853378088244084,True
ksdd2,ksdd2,2,1,study,BAL_D_L,0.6038045427707576,0.9855860837851445,True
ksdd2,ksdd2,2,2,study,D,0.46010720933029253,0.9753516403043492,True
ksdd2,ksdd2,2,2,study,A1_J,0.6481947733616026,0.9930662162492317,False
ksdd2,ksdd2,2,2,study,A1_L,0.6493457319368401,0.9927689515182732,False
ksdd2,ksdd2,2,2,study,DUP_J,0.6253802118010301,0.9915911546123299,False
ksdd2,ksdd2,2,2,study,DUP_L,0.6252214405020745,0.9913747994671342,False
ksdd2,ksdd2,2,2,study,TRI_D_J,0.6691615183443718,0.9946512137695115,True
