dataset,category,seed,shot,revision,method,pixel_ap,pixel_auroc,is_new_d_method
ksdd2,ksdd2,2,2,study,TRI_D_L,0.6733064642393727,0.994945237698331,True
ksdd2,ksdd2,2,2,study,BAL_D_J,0.664817660778207,0.9949780658377885,True
ksdd2,ksdd2,2,2,study,BAL_D_L,0.6687838399247821,0.9952937147880634,True
ksdd2,ksdd2,2,4,study,D,0.5058243801194634,0.9792295502583775,True
ksdd2,ksdd2,2,4,study,A1_J,0.6618139276904329,0.993811453035162,False
ksdd2,ksdd2,2,4,study,A1_L,0.6650685213688358,0.9934960997100046,False
ksdd2,ksdd2,2,4,study,DUP_J,0.6494188704093324,0.9926192573271237,False
ksdd2,ksdd2,2,4,study,DUP_L,0.6504478527911683,0.9923033292108431,False
ksdd2,ksdd2,2,4,study,TRI_D_J,0.6773918625253171,0.9951692173977292,True
ksdd2,ksdd2,2,4,study,TRI_D_L,0.6827863957623218,0.9953887634809536,True
ksdd2,ksdd2,2,4,study,BAL_D_J,0.6700832700069295,0.9954012780037811,True
ksdd2,ksdd2,2,4,study,BAL_D_L,0.6757745561276955,0.9957834820039106,True
ksdd2,ksdd2,2,8,study,D,0.5149139470665656,0.9808896262753477,True
ksdd2,ksdd2,2,8,study,A1_J,0.6737717436711274,0.994053930129285,False
ksdd2,ksdd2,2,8,study,A1_L,0.6816667504155982,0.9940045038731551,False
ksdd2,ksdd2,2,8,study,DUP_J,0.6636436982447103,0.9931197233306678,False
ksdd2,ksdd2,2,8,study,DUP_L,0.6664947413113103,0.9928474455392443,False
ksdd2,ksdd2,2,8,study,TRI_D_J,0.6833412491808302,0.995430071257412,True
ksdd2,ksdd2,2,8,study,TRI_D_L,0.6955510430171095,0.995830521536724,True
ksdd2,ksdd2,2,8,study,BAL_D_J,0.6746362841033762,0.9957154271973626,True
ksdd2,ksdd2,2,8,study,BAL_D_L,0.6894855724121713,0.9961725285526836,True
