dataset,seed,shot,category,method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
mvtec,0,1,bottle,B,0.9833742274903835,0.7951998385078985,0.9984126984126984,0.9995115995115993,0.9919999999999999
mvtec,0,1,bottle,S,0.9893717392377899,0.8332266802577818,0.9952380952380953,0.9984502173021734,0.9921259842519685
mvtec,0,1,bottle,C,0.9539539946458797,0.6604737681124194,0.9698412698412698,0.99101251717631,0.9457364341085271
mvtec,0,1,bottle,A1_J,0.9857246771840047,0.8113712736512332,1.0,0.9999999999999998,1.0
mvtec,0,1,bottle,TRI_J,0.9887921981642974,0.8325252631804093,1.0,0.9999999999999998,1.0
mvtec,0,1,bottle,BAL_J,0.9887043323623983,0.8311128256259084,0.9992063492063492,0.999751984126984,0.9921259842519685
mvtec,0,1,bottle,DUP_J,0.9852488505686785,0.8078772788437214,1.0,0.9999999999999998,1.0
mvtec,0,1,bottle,DUP_BAL_J,0.9857246771840047,0.8113712736512332,1.0,0.9999999999999998,1.0
mvtec,0,1,bottle,DUP_EXPECTED_J,0.9852488505686785,0.8078772788437214,1.0,0.9999999999999998,1.0
mvtec,0,1,bottle,A1_L,0.9857390594870135,0.8069556915739463,1.0,0.9999999999999998,1.0
mvtec,0,1,bottle,DUP_L,0.9851011406312358,0.8041721140337543,1.0,0.9999999999999998,1.0
mvtec,0,1,bottle,TRI_L,0.9888087728105172,0.8288789987924664,1.0,0.9999999999999998,1.0
mvtec,0,1,bottle,BAL_L,0.9887752477769198,0.8268315087765086,0.9992063492063492,0.999751984126984,0.9921259842519685
mvtec,0,1,cable,B,0.9008107475556879,0.5958691540402403,0.8821214392803597,0.9398389216097929,0.851063829787234
mvtec,0,1,cable,S,0.9260142421933351,0.6314507373344547,0.8841829085457271,0.9359441328171243,0.8404255319148937
mvtec,0,1,cable,C,0.9092959674863305,0.3796208822916657,0.8839955022488756,0.919536506490403,0.8541666666666666
mvtec,0,1,cable,A1_J,0.9447843847240573,0.6260387987028979,0.926911544227886,0.9609295963857275,0.8823529411764706
mvtec,0,1,cable,TRI_J,0.9411853064946634,0.6440506163555029,0.9113568215892054,0.9530302923076174,0.8677248677248677
mvtec,0,1,cable,BAL_J,0.9535484403840423,0.64526208586402,0.9227886056971515,0.9578292087214053,0.8762886597938144
mvtec,0,1,cable,DUP_J,0.9293064355217845,0.6200774309014927,0.9102323838080959,0.9535523740828047,0.8757396449704141
mvtec,0,1,cable,DUP_BAL_J,0.9447843847240573,0.6260387987028979,0.926911544227886,0.9609295963857275,0.8823529411764706
mvtec,0,1,cable,DUP_EXPECTED_J,0.9293064355217845,0.6200774309014927,0.9102323838080959,0.9535523740828047,0.8757396449704141
mvtec,0,1,cable,A1_L,0.9399515439432526,0.6140741127982517,0.9070464767616191,0.9505076423003862,0.8715083798882682
mvtec,0,1,cable,DUP_L,0.9248242183890176,0.6099626110092221,0.896551724137931,0.9460866800530778,0.8587570621468926
mvtec,0,1,cable,TRI_L,0.939604943425506,0.6410820730022717,0.903673163418291,0.9485938394150416,0.8695652173913043
mvtec,0,1,cable,BAL_L,0.9518896291941041,0.6411253177688465,0.9098575712143928,0.9513868240518126,0.868131868131868
mvtec,0,1,capsule,B,0.9684846453922207,0.4696050836221922,0.8197048264858396,0.9466975111723263,0.9339207048458149
mvtec,0,1,capsule,S,0.9808133116237452,0.46192277044817154,0.8496210610291184,0.9640842078059507,0.9333333333333333
mvtec,0,1,capsule,C,0.9772918966525219,0.40001321473923446,0.9541284403669725,0.9905904989337724,0.9483568075117371
mvtec,0,1,capsule,A1_J,0.9775766181837384,0.490705420376206,0.9198244914240128,0.9788935984928434,0.9469026548672567
mvtec,0,1,capsule,TRI_J,0.9789111420681673,0.49455647791160273,0.9146390107698444,0.9798443562513719,0.9391304347826087
mvtec,0,1,capsule,BAL_J,0.9802896758351893,0.4972202014582969,0.9357798165137615,0.9852538155958375,0.9454545454545454
mvtec,0,1,capsule,DUP_J,0.9755616425913027,0.48671958815858324,0.8851216593538094,0.9686178194253341,0.9375
mvtec,0,1,capsule,DUP_BAL_J,0.9775766181837384,0.490705420376206,0.9198244914240128,0.9788935984928434,0.9469026548672567
mvtec,0,1,capsule,DUP_EXPECTED_J,0.9755616425913027,0.48671958815858324,0.8851216593538094,0.9686178194253341,0.9375
mvtec,0,1,capsule,A1_L,0.979212565168827,0.49979808748094534,0.9086557638611886,0.9764356801205287,0.9391304347826087
mvtec,0,1,capsule,DUP_L,0.9757041997241733,0.4905577666110501,0.8731551655364979,0.9658720860851993,0.9344978165938865
mvtec,0,1,capsule,TRI_L,0.9819075211231392,0.4997655189986018,0.8938970881531711,0.9739360810745645,0.9375
mvtec,0,1,capsule,BAL_L,0.9836165953414184,0.5049458422272731,0.9182289589150379,0.9804983229609779,0.9380530973451328
mvtec,0,1,carpet,B,0.9892171855492595,0.5067023077506053,0.9991974317817015,0.9997530559328314,0.9943502824858756
mvtec,0,1,carpet,S,0.9918222831719843,0.6040808674052858,0.995585874799358,0.9985951193859941,0.9834254143646408
mvtec,0,1,carpet,C,0.9866070646678202,0.5978523117864467,0.9995987158908507,0.9998751560549315,0.9944134078212291
mvtec,0,1,carpet,A1_J,0.9919252412540982,0.5917242750941414,1.0,1.0,1.0
mvtec,0,1,carpet,TRI_J,0.9925224163102644,0.6116816318805902,1.0,1.0,1.0
mvtec,0,1,carpet,BAL_J,0.9930072779329994,0.632094375019842,1.0,1.0,1.0
mvtec,0,1,carpet,DUP_J,0.990996067205481,0.5589618304579829,1.0,1.0,1.0
