Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_01,0.9737609329446064,0.9465061752946959,0.9256952571897223
mvtec_02,0.8843333333333334,0.9613695970437522,0.9567909815735954
mvtec_03,0.941829268292683,0.9724096358658314,0.917278080952885
Mean,0.9333078448568743,0.9600951360680932,0.9332547732387342
