method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9602692959181013,0.8174173289095298,1.0,1.0,1.0
S,0.9763467030018214,0.8797942573811182,1.0,1.0,1.0
C,0.9900550119709502,0.9361096423296883,1.0,1.0,1.0
A1_J,0.9808024921287434,0.8817127232187485,1.0,1.0,1.0
TRI_J,0.9799953233045807,0.8856971354375842,1.0,1.0,1.0
BAL_J,0.9842824344617943,0.9028641124830736,1.0,1.0,1.0
DUP_J,0.9752438120507056,0.8595858398840317,1.0,1.0,1.0
DUP_BAL_J,0.9808024921287434,0.8817127232187485,1.0,1.0,1.0
DUP_EXPECTED_J,0.9752438120507056,0.8595858398840317,1.0,1.0,1.0
A1_L,0.9822668557919514,0.8833849419445547,1.0,1.0,1.0
DUP_L,0.9758279377287977,0.8597597620390356,1.0,1.0,1.0
TRI_L,0.9824528193202168,0.8907520751776213,1.0,1.0,1.0
BAL_L,0.9867729266500287,0.908151246810684,1.0,1.0,1.0
