method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9410823445595207,0.03644106067952905,0.6139,0.6263248059775375,0.6896551724137931
S,0.960634595332972,0.047337153955589246,0.6094,0.6658735511604548,0.6802721088435374
C,0.9571509391390434,0.0250005445417384,0.6884,0.653464769222359,0.6923076923076923
A1_J,0.9575009408657722,0.12259715619228229,0.7344999999999999,0.744471847961947,0.6971830985915493
TRI_J,0.9598427803012177,0.11618250482087014,0.6912,0.7388942611944231,0.6857142857142858
BAL_J,0.9649223903366233,0.11924558825567212,0.7393,0.742881113343791,0.7177033492822965
DUP_J,0.9510594190406093,0.10464344161294056,0.6815,0.718222135653217,0.7021276595744681
DUP_BAL_J,0.9575009408657722,0.12259715619228229,0.7344999999999999,0.744471847961947,0.6971830985915493
DUP_EXPECTED_J,0.9510594190406093,0.10464344161294056,0.6815,0.718222135653217,0.7021276595744681
A1_L,0.9616717734921848,0.13910450605785737,0.7548999999999999,0.7727254769471141,0.7149321266968326
DUP_L,0.9546332314082102,0.12134547382670367,0.6845,0.7278255302917682,0.7028985507246377
TRI_L,0.9670618409486557,0.1375000751276823,0.7416,0.7801263137420267,0.7078189300411523
BAL_L,0.9710071847625555,0.14158575096839604,0.7617,0.7745642395011784,0.7296137339055794
