dataset,category,seed,shot,image_index,sample_id,mean_G_J_minus_L,per_image_pixel_ap_A1_L,per_image_pixel_ap_A1_J,per_image_pixel_ap_delta_L_minus_J
btad,02,0,4,31,02/test/ko/0031.png,0.010437035001814365,0.07856316670755864,0.0761135277066842,0.002449639000874443
btad,02,0,4,32,02/test/ko/0032.png,0.014112439937889576,0.46133858289461954,0.46701622282994704,-0.005677639935327494
btad,02,0,4,33,02/test/ko/0033.png,0.01052640937268734,0.3082331715073842,0.22012521977772379,0.08810795172966043
btad,02,0,4,34,02/test/ko/0034.png,0.010660041123628616,0.6885939239314435,0.6544898112446226,0.0341041126868209
btad,02,0,4,35,02/test/ko/0035.png,0.011835752055048943,0.6366643855557464,0.6249417835201219,0.011722602035624585
btad,02,0,4,36,02/test/ko/0036.png,0.01246868260204792,0.5250292326922503,0.5071163751496502,0.01791285754260008
btad,02,0,4,37,02/test/ko/0037.png,0.012113197706639767,0.8273267967278273,0.8100780763744403,0.01724872035338698
btad,02,0,4,38,02/test/ko/0038.png,0.01122472994029522,0.6553661372154462,0.6364729964867165,0.018893140728729718
btad,02,0,4,39,02/test/ko/0039.png,0.011828484944999218,0.7550598652078713,0.7442931823739023,0.010766682833968977
btad,02,0,4,40,02/test/ko/0040.png,0.011707978323101997,0.8412954145818349,0.8348754104346767,0.006420004147158154
btad,02,0,4,41,02/test/ko/0041.png,0.012530998326838017,0.8932457471229472,0.888799955576207,0.004445791546740296
btad,02,0,4,42,02/test/ko/0042.png,0.011238934472203255,0.0043492490009645855,0.004288351795904666,6.0897205059919426e-05
btad,02,0,4,43,02/test/ko/0043.png,0.012319122441112995,0.6429808164794412,0.570985168617208,0.07199564786223311
btad,02,0,4,44,02/test/ko/0044.png,0.011637930758297443,0.7804273007200042,0.7658445653135557,0.0145827354064485
btad,02,0,4,45,02/test/ko/0045.png,0.012941136956214905,0.5990146232001952,0.5875577360814186,0.01145688711877657
btad,02,0,4,46,02/test/ko/0046.png,0.01250136736780405,0.5792209009790498,0.5776491714406979,0.0015717295383518293
btad,02,0,4,47,02/test/ko/0047.png,0.013152403756976128,0.669694243832994,0.6443252873718764,0.025368956461117587
btad,02,0,4,48,02/test/ko/0048.png,0.01297772116959095,0.36964922517064386,0.36203161230953146,0.0076176128611123994
btad,02,0,4,49,02/test/ko/0049.png,0.012526877224445343,0.7968719399600811,0.7887895954000052,0.00808234456007595
btad,02,0,4,50,02/test/ko/0050.png,0.012943051755428314,0.813566333256145,0.8102230697348008,0.0033432635213441753
btad,02,0,4,51,02/test/ko/0051.png,0.012919650413095951,0.6676988416552458,0.6377328470331515,0.029965994622094372
btad,02,0,4,52,02/test/ko/0052.png,0.012146027758717537,0.8395911552778726,0.8349010923784684,0.004690062899404213
btad,02,0,4,53,02/test/ko/0053.png,0.01142173819243908,0.9012485406858304,0.8734629898598087,0.027785550826021632
btad,02,0,4,54,02/test/ko/0054.png,0.011921835131943226,0.27659660309034434,0.27447895257740856,0.002117650512935776
btad,02,0,4,55,02/test/ko/0055.png,0.013168076053261757,0.5874602841897285,0.541576047477249,0.04588423671247954
btad,02,0,4,56,02/test/ko/0056.png,0.01165582425892353,0.8205628342336198,0.8006219556001403,0.019940878633479486
btad,02,0,4,57,02/test/ko/0057.png,0.013558469712734222,0.289131135975716,0.2727886764091027,0.016342459566613288
btad,02,0,4,58,02/test/ko/0058.png,0.012805046513676643,0.7093669560458921,0.6891442759259807,0.02022268011991135
btad,02,0,4,59,02/test/ko/0059.png,0.011574830859899521,0.5114149417541759,0.5294309085363178,-0.0180159667821419
btad,02,0,4,60,02/test/ko/0060.png,0.010536191053688526,0.5997787122220948,0.5687395704095807,0.031039141812514104
btad,02,0,4,61,02/test/ko/0061.png,0.01302594318985939,0.6332864143204013,0.6281236461306405,0.005162768189760802
btad,02,0,4,62,02/test/ko/0062.png,0.012556935660541058,0.8295121823114803,0.8249605024514095,0.0045516798600707675
btad,02,0,4,63,02/test/ko/0063.png,0.012724509462714195,0.6726099906572369,0.6638356990517338,0.008774291605503137
btad,02,0,4,64,02/test/ko/0064.png,0.013172252103686333,0.6910924235323308,0.6888836776991774,0.002208745833153447
btad,02,0,4,65,02/test/ko/0065.png,0.012635663151741028,0.3954865748147412,0.35823494541641354,0.03725162939832766
btad,02,0,4,66,02/test/ko/0066.png,0.011638600379228592,0.5116488815125366,0.41780446273637833,0.09384441877615829
btad,02,0,4,67,02/test/ko/0067.png,0.012474888935685158,0.25281799061716725,0.2359836944434942,0.016834296173673047
btad,02,0,4,68,02/test/ko/0068.png,0.012485116720199585,0.3140357569905172,0.2794941573683192,0.03454159962219805
btad,02,0,4,69,02/test/ko/0069.png,0.012498913332819939,0.8674009934084822,0.8665224756119161,0.000878517796566114
btad,02,0,4,70,02/test/ko/0070.png,0.010675712488591671,0.02246072703802113,0.02192564248879135,0.0005350845492297814
btad,02,0,4,71,02/test/ko/0071.png,0.011449502781033516,0.02907504603258649,0.02758603992639292,0.0014890061061935689
btad,02,0,4,72,02/test/ko/0072.png,0.012138272635638714,0.32644250747582754,0.31325859416502666,0.013183913310800877
btad,02,0,4,73,02/test/ko/0073.png,0.011887521483004093,0.04883826561081074,0.047678904282352344,0.001159361328458397
btad,02,0,4,74,02/test/ko/0074.png,0.01136851403862238,0.04097682231511435,0.03936449267843351,0.0016123296366808357
btad,02,0,4,75,02/test/ko/0075.png,0.012375148013234138,0.5509107738258953,0.5413046186825371,0.009606155143358164
btad,02,0,4,76,02/test/ko/0076.png,0.011110689491033554,0.5383069445981706,0.5912649568685246,-0.052958012270354016
btad,02,0,4,77,02/test/ko/0077.png,0.012805644422769547,0.5615393287117425,0.5544426572845368,0.007096671427205714
btad,02,0,4,78,02/test/ko/0078.png,0.012817712500691414,0.7718672924438182,0.762994309131994,0.00887298331182429
btad,02,0,4,79,02/test/ko/0079.png,0.011802435852587223,0.8021604189175711,0.7762431825482791,0.025917236369291996
btad,02,0,4,80,02/test/ko/0080.png,0.01003731694072485,0.5957088968135476,0.566281018446768,0.029427878366779514
btad,02,0,4,81,02/test/ko/0081.png,0.010785582475364208,0.24721795202090768,0.22806940569975093,0.019148546321156756
btad,02,0,4,82,02/test/ko/0082.png,0.010197736322879791,0.14267412932156398,0.20357003660221776,-0.06089590728065378
btad,02,0,4,83,02/test/ko/0083.png,0.010572487488389015,0.031464932291631616,0.01843917209298359,0.013025760198648026
btad,02,0,4,84,02/test/ko/0084.png,0.00969349592924118,0.8061868686868686,0.8422619047619047,-0.03607503607503604
btad,02,0,4,85,02/test/ko/0085.png,0.010572468861937523,0.3418027261679033,0.33427275368264897,0.007529972485254333
btad,02,0,4,86,02/test/ko/0086.png,0.00990976020693779,0.25643939393939397,0.24412878787878786,0.012310606060606105
btad,02,0,4,87,02/test/ko/0087.png,0.01020151749253273,0.3856748924816652,0.38535505948495463,0.0003198329967105673
btad,02,0,4,88,02/test/ko/0088.png,0.009547886438667774,,,
btad,02,0,4,89,02/test/ko/0089.png,0.010306112468242645,0.10049019607843138,0.06696428571428571,0.033525910364145664
btad,02,0,4,90,02/test/ko/0090.png,0.00972655974328518,0.08956709554720899,0.051790850440057316,0.03777624510715167
btad,02,0,4,91,02/test/ko/0091.png,0.011259816586971283,0.5834883531002442,0.5709695691237939,0.012518783976450232
btad,02,0,4,92,02/test/ko/0092.png,0.010563155636191368,,,
btad,02,0,4,93,02/test/ko/0093.png,0.009786581620573997,0.4600369497488237,0.3778608806489994,0.08217606909982428
btad,02,0,4,94,02/test/ko/0094.png,0.010222760029137135,0.5482944725660659,0.45010090846629586,0.09819356409977004
btad,02,0,4,95,02/test/ko/0095.png,0.010123426094651222,0.12432365527193115,0.08675594176170717,0.03756771351022398
btad,02,0,4,96,02/test/ko/0096.png,0.011549582704901695,0.11152068704738752,0.04318307142223275,0.06833761562515477
btad,02,0,4,97,02/test/ko/0097.png,0.010122833773493767,0.11655427769468028,0.038032842731322306,0.07852143496335798
btad,02,0,4,98,02/test/ko/0098.png,0.010105333290994167,0.08324499816919853,0.07262976032546485,0.01061523784373368
btad,02,0,4,99,02/test/ko/0099.png,0.010542922653257847,0.6912626589097177,0.6239658025372311,0.06729685637248661
btad,02,0,4,100,02/test/ko/0100.png,0.009770904667675495,0.72,0.7158333333333333,0.004166666666666652
btad,02,0,4,101,02/test/ko/0101.png,0.009733380749821663,0.38452380952380955,0.2848336304218657,0.09969017910194383
btad,02,0,4,102,02/test/ko/0102.png,0.011384328827261925,0.08314905814905815,0.06491729756418696,0.018231760584871193
btad,02,0,4,103,02/test/ko/0103.png,0.009575160220265388,0.07277190127178795,0.06542510156846121,0.007346799703326745
btad,02,0,4,104,02/test/ko/0104.png,0.010233674198389053,0.20777370777370777,0.16945501847462632,0.03831868929908144
btad,02,0,4,105,02/test/ko/0105.png,0.01035105250775814,0.05770927081652149,0.043359159162512435,0.014350111654009054
btad,02,0,4,106,02/test/ko/0106.png,0.010482899844646454,0.2148377750051225,0.17010860577298798,0.04472916923213452
btad,02,0,4,107,02/test/ko/0107.png,0.010735854506492615,0.42600994251484153,0.4710151781293423,-0.04500523561450076
btad,02,0,4,108,02/test/ko/0108.png,0.009804930537939072,0.006876734582445773,0.005615659805158818,0.0012610747772869545
btad,02,0,4,109,02/test/ko/0109.png,0.01032060943543911,,,
btad,02,0,4,110,02/test/ko/0110.png,0.009611330926418304,0.18701375697821443,0.16569014934741508,0.02132360763079935
btad,02,0,4,111,02/test/ko/0111.png,0.009922480210661888,0.37777777777777777,0.28968253968253965,0.08809523809523812
btad,02,0,4,112,02/test/ko/0112.png,0.009534500539302826,,,
btad,02,0,4,113,02/test/ko/0113.png,0.010337618179619312,0.3649612403100775,0.2849953314659197,0.07996590884415777
btad,02,0,4,114,02/test/ko/0114.png,0.010609707795083523,0.27715915361769594,0.2304997831922421,0.046659370425453844
btad,02,0,4,115,02/test/ko/0115.png,0.0102041345089674,0.1007516339869281,0.09475161875161876,0.006000015235309339
btad,02,0,4,116,02/test/ko/0116.png,0.011248204857110977,,,
btad,02,0,4,117,02/test/ko/0117.png,0.009465138427913189,0.06767676767676768,0.05968337218337218,0.007993395493395505
btad,02,0,4,118,02/test/ko/0118.png,0.009589016437530518,,,
btad,02,0,4,119,02/test/ko/0119.png,0.009743552654981613,,,
btad,02,0,4,120,02/test/ko/0120.png,0.010287205688655376,,,
btad,02,0,4,121,02/test/ko/0121.png,0.010276079177856445,0.06098909190931155,0.06084648952345147,0.00014260238586007862
btad,02,0,4,122,02/test/ko/0122.png,0.010751822963356972,,,
btad,02,0,4,123,02/test/ko/0123.png,0.01011175662279129,,,
btad,02,0,4,124,02/test/ko/0124.png,0.010676872916519642,0.38589560074610146,0.3709468980050434,0.014948702741058084
btad,02,0,4,125,02/test/ko/0125.png,0.010161084122955799,0.24968434343434343,0.18012284701114487,0.06956149642319856
btad,02,0,4,126,02/test/ko/0126.png,0.010416287928819656,0.13698985193550411,0.11591124153624154,0.02107861039926258
btad,02,0,4,127,02/test/ko/0127.png,0.009917275048792362,,,
btad,02,0,4,128,02/test/ko/0128.png,0.010485079139471054,0.2573322553353683,0.23720153323922308,0.02013072209614522
btad,02,0,4,129,02/test/ko/0129.png,0.010610658675432205,,,
btad,02,0,4,130,02/test/ko/0130.png,0.010138483718037605,0.06764483919656333,0.02690780170108489,0.04073703749547844
btad,02,0,4,131,02/test/ko/0131.png,0.010379867628216743,0.034221905372810335,0.02946942810502337,0.004752477267786964
btad,02,0,4,132,02/test/ko/0132.png,0.011043017730116844,0.055079420454723985,0.0964032181611435,-0.041323797706419516
btad,02,0,4,133,02/test/ko/0133.png,0.009631652384996414,,,
btad,02,0,4,134,02/test/ko/0134.png,0.010437257587909698,0.21238200866150053,0.3163752913752914,-0.10399328271379088
btad,02,0,4,135,02/test/ko/0135.png,0.009932059794664383,0.7644230769230769,0.49722222222222223,0.26720085470085464
btad,02,0,4,136,02/test/ko/0136.png,0.0099967485293746,,,
btad,02,0,4,137,02/test/ko/0137.png,0.009780405089259148,,,
btad,02,0,4,138,02/test/ko/0138.png,0.009717334061861038,,,
btad,02,0,4,139,02/test/ko/0139.png,0.009877730160951614,,,
btad,02,0,4,140,02/test/ko/0140.png,0.010204726830124855,0.7710572923808219,0.7980845543345543,-0.027027261953732395
btad,02,0,4,141,02/test/ko/0141.png,0.009406670928001404,,,
btad,02,0,4,142,02/test/ko/0142.png,0.009932857938110828,0.06614379732895811,0.03293083628059612,0.033212961048361994
btad,02,0,4,143,02/test/ko/0143.png,0.010983875021338463,0.4898989898989899,0.47470238095238093,0.015196608946608958
btad,02,0,4,144,02/test/ko/0144.png,0.009792130440473557,,,
btad,02,0,4,145,02/test/ko/0145.png,0.010434610769152641,,,
btad,02,0,4,146,02/test/ko/0146.png,0.009804845787584782,,,
btad,02,0,4,147,02/test/ko/0147.png,0.00969686545431614,0.35694558831603795,0.30975834193326457,0.047187246382773385
btad,02,0,4,148,02/test/ko/0148.png,0.01001446321606636,,,
btad,02,0,4,149,02/test/ko/0149.png,0.0089589674025774,,,
btad,02,0,4,150,02/test/ko/0150.png,0.010353291407227516,,,
btad,02,0,4,151,02/test/ko/0151.png,0.009919846430420876,0.021219949732142033,0.009214004117906804,0.01200594561423523
btad,02,0,4,152,02/test/ko/0152.png,0.009758071973919868,0.45178267110813175,0.45099057297641476,0.0007920981317169895
btad,02,0,4,153,02/test/ko/0153.png,0.01028764620423317,0.725838010068288,0.7071964130028645,0.018641597065423454
btad,02,0,4,154,02/test/ko/0154.png,0.009482922032475471,,,
btad,02,0,4,155,02/test/ko/0155.png,0.010376516729593277,0.08052904970554986,0.04370213448279497,0.03682691522275489
btad,02,0,4,156,02/test/ko/0156.png,0.01037946343421936,,,
btad,02,0,4,157,02/test/ko/0157.png,0.009769806638360023,,,
btad,02,0,4,158,02/test/ko/0158.png,0.011812141165137291,0.008248948924987133,0.004860555450117614,0.0033883934748695187
btad,02,0,4,159,02/test/ko/0159.png,0.010804515331983566,,,
btad,02,0,4,160,02/test/ko/0160.png,0.009834119118750095,,,
btad,02,0,4,161,02/test/ko/0161.png,0.009571153670549393,0.030580248845783344,0.019067918889096633,0.01151232995668671
btad,02,0,4,162,02/test/ko/0162.png,0.009731290861964226,0.004143672361404212,0.005713767593303782,-0.0015700952318995695
btad,02,0,4,163,02/test/ko/0163.png,0.011493725702166557,,,
btad,02,0,4,164,02/test/ko/0164.png,0.009654197841882706,0.21329365079365079,0.16142697881828316,0.05186667197536762
btad,02,0,4,165,02/test/ko/0165.png,0.010634714737534523,0.20510547019247768,0.34745024289488285,-0.14234477270240517
btad,02,0,4,166,02/test/ko/0166.png,0.009969796985387802,0.2671864548494983,0.1497261335156072,0.11746032133389112
btad,02,0,4,167,02/test/ko/0167.png,0.01002032682299614,0.23224386724386725,0.06797283258012571,0.16427103466374154
btad,02,0,4,168,02/test/ko/0168.png,0.010278635658323765,,,
btad,02,0,4,169,02/test/ko/0169.png,0.009280998259782791,0.041258462763839106,0.18113553113553113,-0.13987706837169203
btad,02,0,4,170,02/test/ko/0170.png,0.01006381120532751,0.11292665214233841,0.06378524214218265,0.04914141000015576
btad,02,0,4,171,02/test/ko/0171.png,0.010228198021650314,,,
btad,02,0,4,172,02/test/ko/0172.png,0.010203378275036812,,,
btad,02,0,4,173,02/test/ko/0173.png,0.009604955092072487,,,
btad,02,0,4,174,02/test/ko/0174.png,0.00989012885838747,0.4844600768394989,0.32281710207045416,0.1616429747690447
btad,02,0,4,175,02/test/ko/0175.png,0.009936652146279812,0.05690457090061197,0.05977317450277602,-0.002868603602164052
btad,02,0,4,176,02/test/ko/0176.png,0.01000179722905159,,,
btad,02,0,4,177,02/test/ko/0177.png,0.010721778497099876,0.0005200824673786228,0.0005413336663336664,-2.1251198955043538e-05
btad,02,0,4,178,02/test/ko/0178.png,0.01019667461514473,0.4632034632034632,0.3533333333333334,0.10987012987012978
btad,02,0,4,179,02/test/ko/0179.png,0.009360119700431824,0.014740715189145683,0.009010467367407878,0.005730247821737805
btad,02,0,4,180,02/test/ko/0180.png,0.009826752357184887,,,
btad,02,0,4,181,02/test/ko/0181.png,0.009776194579899311,0.17075534094282838,0.09654633140367946,0.07420900953914891
btad,02,0,4,182,02/test/ko/0182.png,0.010737130418419838,,,
btad,02,0,4,183,02/test/ko/0183.png,0.010042516514658928,0.43214285714285716,0.32767857142857143,0.10446428571428573
btad,02,0,4,184,02/test/ko/0184.png,0.009554818272590637,,,
btad,02,0,4,185,02/test/ko/0185.png,0.010352514684200287,0.5590277777777778,0.4387517244660102,0.1202760533117676
btad,02,0,4,186,02/test/ko/0186.png,0.010228389874100685,0.024858809101279366,0.019355151880588846,0.00550365722069052
btad,02,0,4,187,02/test/ko/0187.png,0.01003052107989788,0.67723149866007,0.664175110603682,0.01305638805638809
btad,02,0,4,188,02/test/ko/0188.png,0.011851359158754349,0.5160922759884286,0.5145107219683203,0.001581554020108289
btad,02,0,4,189,02/test/ko/0189.png,0.011951273307204247,0.7363069553553905,0.7066603447319408,0.029646610623449643
btad,02,0,4,190,02/test/ko/0190.png,0.011712092906236649,0.5777234380963323,0.5712885430454906,0.006434895050841716
btad,02,0,4,191,02/test/ko/0191.png,0.012791365385055542,0.803390156499464,0.7861903011815624,0.01719985531790158
btad,02,0,4,192,02/test/ko/0192.png,0.01122283935546875,0.05948972020248557,0.05860031626951317,0.0008894039329724046
btad,02,0,4,193,02/test/ko/0193.png,0.011891350150108337,0.6809876219611132,0.6908949677342442,-0.009907345773131015
btad,02,0,4,194,02/test/ko/0194.png,0.011306393891572952,0.5879856129587069,0.5576112760463214,0.030374336912385447
btad,02,0,4,195,02/test/ko/0195.png,0.011491991579532623,0.4300168952283716,0.3926983073317564,0.037318587896615185
btad,02,0,4,196,02/test/ko/0196.png,0.011191241443157196,0.01960975054254828,0.01880346375807098,0.0008062867844772989
btad,02,0,4,197,02/test/ko/0197.png,0.012307586148381233,0.6057029141524467,0.5671590844607126,0.03854382969173409
btad,02,0,4,198,02/test/ko/0198.png,0.01167591568082571,0.8549785474917783,0.8406830529268836,0.01429549456489465
btad,02,0,4,199,02/test/ko/0199.png,0.012333141639828682,0.5766902060489807,0.5668116519245766,0.009878554124404082
btad,03,0,4,0,03/test/ko/0000.bmp,0.008075033314526081,0.7246179051997323,0.7391704153155897,-0.014552510115857342
btad,03,0,4,1,03/test/ko/0001.bmp,0.008889724500477314,0.8343581805714435,0.8285863999057516,0.00577178066569195
btad,03,0,4,2,03/test/ko/0002.bmp,0.008562278002500534,0.8068825249405509,0.7915691416765986,0.015313383263952263
btad,03,0,4,3,03/test/ko/0003.bmp,0.00861977506428957,0.9206601010779972,0.9062282936077776,0.01443180747021966
btad,03,0,4,4,03/test/ko/0004.bmp,0.008929161354899406,0.8493166107342928,0.8380632368515886,0.011253373882704198
btad,03,0,4,5,03/test/ko/0005.bmp,0.009167800657451153,0.8898443421306333,0.888554072058439,0.0012902700721943994
btad,03,0,4,6,03/test/ko/0006.bmp,0.008266570046544075,0.9232202873828033,0.9212768177418246,0.00194346964097869
btad,03,0,4,7,03/test/ko/0007.bmp,0.00839502178132534,0.8468218963638158,0.857410021680102,-0.010588125316286279
btad,03,0,4,8,03/test/ko/0008.bmp,0.008949773386120796,0.9347482455244541,0.9229407981710875,0.011807447353366585
btad,03,0,4,9,03/test/ko/0009.bmp,0.008133799768984318,0.2697159083244335,0.2573360719058904,0.012379836418543066
btad,03,0,4,10,03/test/ko/0010.bmp,0.007710279431194067,0.4687699483926652,0.557059159109885,-0.08828921071721979
btad,03,0,4,11,03/test/ko/0011.bmp,0.009477103129029274,0.8914620885462464,0.8728918705948062,0.018570217951440204
btad,03,0,4,12,03/test/ko/0012.bmp,0.008810731582343578,0.5303973688846665,0.3764253233053923,0.15397204557927419
btad,03,0,4,13,03/test/ko/0013.bmp,0.008753426373004913,0.7651165363632234,0.7566919578149341,0.008424578548289263
btad,03,0,4,14,03/test/ko/0014.bmp,0.008310717530548573,0.7707309812649319,0.6940626178665797,0.07666836339835215
btad,03,0,4,15,03/test/ko/0015.bmp,0.008664949797093868,0.9285204991087346,0.9406926406926407,-0.012172141583906115
btad,03,0,4,16,03/test/ko/0016.bmp,0.007826404646039009,0.7962467704058486,0.8035620658810296,-0.007315295475181061
btad,03,0,4,17,03/test/ko/0017.bmp,0.008880110457539558,0.8055650971414239,0.6162968489815347,0.18926824815988919
btad,03,0,4,18,03/test/ko/0018.bmp,0.01058232318609953,0.9459211669355224,0.943813398117599,0.0021077688179234055
btad,03,0,4,19,03/test/ko/0019.bmp,0.008693484589457512,0.9796853029574808,0.9784429358987964,0.0012423670586844127
btad,03,0,4,20,03/test/ko/0020.bmp,0.00934925489127636,0.23309721853808277,0.2009654653915967,0.03213175314648606
btad,03,0,4,21,03/test/ko/0021.bmp,0.008105192333459854,0.4691997021359952,0.48122435822575205,-0.012024656089756836
btad,03,0,4,22,03/test/ko/0022.bmp,0.009122380055487156,0.6621820394274393,0.6717234695173921,-0.009541430089952896
btad,03,0,4,23,03/test/ko/0023.bmp,0.008162089623510838,0.2683975079394529,0.25373858032180907,0.014658927617643813
btad,03,0,4,24,03/test/ko/0024.bmp,0.009651921689510345,0.9097450588682627,0.9109594270627198,-0.0012143681944570828
btad,03,0,4,25,03/test/ko/0025.bmp,0.009056521579623222,0.843929380888337,0.8381570180205008,0.005772362867836223
btad,03,0,4,26,03/test/ko/0026.bmp,0.008604899980127811,0.9350372263204263,0.9337964550448897,0.0012407712755365674
btad,03,0,4,27,03/test/ko/0027.bmp,0.008819756098091602,0.8418184767974393,0.8329404182627984,0.008878058534640854
btad,03,0,4,28,03/test/ko/0028.bmp,0.007417839951813221,,,
btad,03,0,4,29,03/test/ko/0029.bmp,0.008015735074877739,,,
btad,03,0,4,30,03/test/ko/0030.bmp,0.008179689757525921,,,
btad,03,0,4,31,03/test/ko/0031.bmp,0.007315155118703842,,,
btad,03,0,4,32,03/test/ko/0032.bmp,0.008011328056454659,,,
btad,03,0,4,33,03/test/ko/0033.bmp,0.007903898134827614,,,
btad,03,0,4,34,03/test/ko/0034.bmp,0.007593212183564901,,,
btad,03,0,4,35,03/test/ko/0035.bmp,0.008078077808022499,,,
btad,03,0,4,36,03/test/ko/0036.bmp,0.007509739603847265,,,
btad,03,0,4,37,03/test/ko/0037.bmp,0.007759599480777979,,,
btad,03,0,4,38,03/test/ko/0038.bmp,0.009900512173771858,0.9513047406045293,0.9469496361758589,0.0043551044286703755
btad,03,0,4,39,03/test/ko/0039.bmp,0.008763564750552177,0.32626754153458615,0.28603800416314434,0.040229537371441804
btad,03,0,4,40,03/test/ko/0040.bmp,0.008462615311145782,0.8539020420255543,0.8478123586615709,0.006089683363983411
