dataset,seed,shot,group,contrast,n_categories,macro_point_delta,note
btad,0,1,tiny,A1_L - A1_J,1,-0.006880982578974265,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,tiny,TRI_L - TRI_J,1,0.0121482964432168,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,tiny,BAL_L - BAL_J,1,0.007491402432096131,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,tiny,DUP_L - DUP_J,1,-0.0038746102864067322,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,tiny,DUP_J - A1_J,1,-0.0011027758824506129,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,tiny,TRI_J - DUP_J,1,-0.04008960952751317,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,tiny,TRI_L - DUP_L,1,-0.02406670279788964,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,tiny,BAL_J - A1_J,1,-0.03958990146760094,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,tiny,BAL_L - A1_L,1,-0.025217516456530545,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,small,A1_L - A1_J,2,0.0015679778706745827,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,small,TRI_L - TRI_J,2,0.01638591181069719,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,small,BAL_L - BAL_J,2,0.011180507041439806,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,small,DUP_L - DUP_J,2,-0.0014896811991557263,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,small,DUP_J - A1_J,2,-0.006468326035581614,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,small,TRI_J - DUP_J,2,-0.020844688240510917,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,small,TRI_L - DUP_L,2,-0.002969095230658001,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,small,BAL_J - A1_J,2,-0.01210587041437981,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,small,BAL_L - A1_L,2,-0.0024933412436145864,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,large,A1_L - A1_J,3,0.009055298905659407,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,large,TRI_L - TRI_J,3,0.007396412993065889,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,large,BAL_L - BAL_J,3,0.008754084459938083,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,large,DUP_L - DUP_J,3,0.006705965402389176,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,large,DUP_J - A1_J,3,-0.009728477281310396,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,large,TRI_J - DUP_J,3,0.022809271151721378,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,large,TRI_L - DUP_L,3,0.02349971874239809,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,large,BAL_J - A1_J,3,0.016252057821827186,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,1,large,BAL_L - A1_L,3,0.01595084337610586,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,tiny,A1_L - A1_J,1,0.014203535855217428,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,tiny,TRI_L - TRI_J,1,0.019303125504610462,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,tiny,BAL_L - BAL_J,1,0.022065316152174785,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,tiny,DUP_L - DUP_J,1,0.005973192066810254,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,tiny,DUP_J - A1_J,1,0.006342869871304432,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,tiny,TRI_J - DUP_J,1,-0.03831579715669734,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,tiny,TRI_L - DUP_L,1,-0.024985863718897133,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,tiny,BAL_J - A1_J,1,-0.039443104483046415,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,tiny,BAL_L - A1_L,1,-0.03158132418608906,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,small,A1_L - A1_J,2,0.003330689549309176,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,small,TRI_L - TRI_J,2,0.014849159241336084,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,small,BAL_L - BAL_J,2,0.011270702448081812,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,small,DUP_L - DUP_J,2,0.0007799414687458435,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,small,DUP_J - A1_J,2,-0.00781816127992509,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,small,TRI_J - DUP_J,2,-0.02314536664867889,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,small,TRI_L - DUP_L,2,-0.009076148876088649,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,small,BAL_J - A1_J,2,-0.015630310968419568,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,small,BAL_L - A1_L,2,-0.007690298069646932,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,large,A1_L - A1_J,3,0.010631465101713014,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,large,TRI_L - TRI_J,3,0.00540482893096846,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,large,BAL_L - BAL_J,3,0.008563041366978016,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,large,DUP_L - DUP_J,3,0.006851151903400947,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,large,DUP_J - A1_J,3,-0.0072652740169874,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,large,TRI_J - DUP_J,3,0.010147959516740857,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,large,TRI_L - DUP_L,3,0.00870163654430837,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,large,BAL_J - A1_J,3,0.0056193001873267034,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,2,large,BAL_L - A1_L,3,0.003550876452591704,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,tiny,A1_L - A1_J,1,0.016027012701977615,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,tiny,TRI_L - TRI_J,1,0.010132714796155462,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,tiny,BAL_L - BAL_J,1,0.011365026264631466,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,tiny,DUP_L - DUP_J,1,0.009385217765009488,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,tiny,DUP_J - A1_J,1,0.02120339267446423,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,tiny,TRI_J - DUP_J,1,-0.042346733556339576,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,tiny,TRI_L - DUP_L,1,-0.0415992365251936,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,tiny,BAL_J - A1_J,1,-0.024648792230873965,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,tiny,BAL_L - A1_L,1,-0.029310778668220114,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,small,A1_L - A1_J,2,0.008396163229252226,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,small,TRI_L - TRI_J,2,0.008999780777035126,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,small,BAL_L - BAL_J,2,0.008046058820835426,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,small,DUP_L - DUP_J,2,0.005950874185007001,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,small,DUP_J - A1_J,2,-0.00010983205329070239,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,small,TRI_J - DUP_J,2,-0.005347753663112669,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,small,TRI_L - DUP_L,2,-0.002298847071084544,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,small,BAL_J - A1_J,2,-0.003069799056529047,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,small,BAL_L - A1_L,2,-0.0034199034649458476,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,large,A1_L - A1_J,3,0.01103443288847424,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,large,TRI_L - TRI_J,3,0.0038472390073754545,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,large,BAL_L - BAL_J,3,0.007721112543661812,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,large,DUP_L - DUP_J,3,0.00718351853480285,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,large,DUP_J - A1_J,3,-0.007532797043759791,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,large,TRI_J - DUP_J,3,0.010280019311477706,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,large,TRI_L - DUP_L,3,0.006943739784050311,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,large,BAL_J - A1_J,3,0.0051138999492302455,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,4,large,BAL_L - A1_L,3,0.001800579604417818,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,tiny,A1_L - A1_J,1,0.014121360530441718,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,tiny,TRI_L - TRI_J,1,0.002783796510402725,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,tiny,BAL_L - BAL_J,1,0.0132329934743705,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,tiny,DUP_L - DUP_J,1,0.00497891487240501,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,tiny,DUP_J - A1_J,1,0.013695553156109028,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,tiny,TRI_J - DUP_J,1,-0.04461137519401572,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,tiny,TRI_L - DUP_L,1,-0.04680649355601801,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,tiny,BAL_J - A1_J,1,-0.04872580255273681,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,tiny,BAL_L - A1_L,1,-0.04961416960880803,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,small,A1_L - A1_J,2,0.005835485964879063,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,small,TRI_L - TRI_J,2,0.006655317142109412,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,small,BAL_L - BAL_J,2,0.0046569656076684215,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,small,DUP_L - DUP_J,2,0.004735460972093788,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,small,DUP_J - A1_J,2,0.0024293793921374464,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,small,TRI_J - DUP_J,2,-0.009997350344088975,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,small,TRI_L - DUP_L,2,-0.00807749417407335,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,small,BAL_J - A1_J,2,-0.007500934974641337,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,small,BAL_L - A1_L,2,-0.008679455331851979,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,large,A1_L - A1_J,3,0.008619299926375593,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,large,TRI_L - TRI_J,3,0.0036127051626221687,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,large,BAL_L - BAL_J,3,0.005690541780043283,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,large,DUP_L - DUP_J,3,0.006263412034157072,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,large,DUP_J - A1_J,3,-0.008499962380599765,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,large,TRI_J - DUP_J,3,0.008059046031737275,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,large,TRI_L - DUP_L,3,0.005408339160202373,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,large,BAL_J - A1_J,3,0.003417738790716459,"subgroup pooled AP; exploratory point estimate, no interval"
btad,0,8,large,BAL_L - A1_L,3,0.0004889806443841479,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,tiny,A1_L - A1_J,1,0.026235452249724595,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,tiny,TRI_L - TRI_J,1,0.00157412377796938,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,tiny,BAL_L - BAL_J,1,0.014216826284369266,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,tiny,DUP_L - DUP_J,1,0.010890490810239323,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,tiny,DUP_J - A1_J,1,0.017109330150225352,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,tiny,TRI_J - DUP_J,1,-0.03757764800325407,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,tiny,TRI_L - DUP_L,1,-0.04689401503552401,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,tiny,BAL_J - A1_J,1,-0.033006343527511806,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,tiny,BAL_L - A1_L,1,-0.045024969492867134,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,small,A1_L - A1_J,2,0.003541433653236021,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,small,TRI_L - TRI_J,2,0.012452834823446023,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,small,BAL_L - BAL_J,2,0.005070447424669739,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,small,DUP_L - DUP_J,2,0.0015745972179020615,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,small,DUP_J - A1_J,2,-0.001530119236238383,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,small,TRI_J - DUP_J,2,-0.01247465437648667,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,small,TRI_L - DUP_L,2,-0.0015964167709427088,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,small,BAL_J - A1_J,2,-0.0037720390406081952,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,small,BAL_L - A1_L,2,-0.002243025269174477,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,large,A1_L - A1_J,3,0.00802884550284814,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,large,TRI_L - TRI_J,3,0.008346341665821266,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,large,BAL_L - BAL_J,3,0.009601396156785716,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,large,DUP_L - DUP_J,3,0.005903073166077855,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,large,DUP_J - A1_J,3,-0.010694530919567624,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,large,TRI_J - DUP_J,3,0.015156872407919112,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,large,TRI_L - DUP_L,3,0.017600140907662525,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,large,BAL_J - A1_J,3,0.009182273702439589,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,1,large,BAL_L - A1_L,3,0.010754824356377165,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,tiny,A1_L - A1_J,1,0.00892322912003378,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,tiny,TRI_L - TRI_J,1,0.00037191560434238213,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,tiny,BAL_L - BAL_J,1,0.006102928321663301,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,tiny,DUP_L - DUP_J,1,0.008968444916059248,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,tiny,DUP_J - A1_J,1,0.0016680421679662605,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,tiny,TRI_J - DUP_J,1,0.006263863086757249,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,tiny,TRI_L - DUP_L,1,-0.0023326662249596175,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,tiny,BAL_J - A1_J,1,-0.0018604726485701023,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,tiny,BAL_L - A1_L,1,-0.004680773446940581,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,small,A1_L - A1_J,2,0.0026667581060907004,"subgroup pooled AP; exploratory point estimate, no interval"
btad,1,2,small,TRI_L - TRI_J,2,0.01364209437729014,"subgroup pooled AP; exploratory point estimate, no interval"
