dataset,seed,shot,method,category,pixel_ap,pixel_auroc,image_ap,image_auroc
mpdd,0,2,B,bracket_white,0.08935313647194149,0.9941295811574958,0.7121305306218283,0.77
mpdd,0,2,B,connector,0.2682592141886535,0.9646358009570751,0.49926502652342986,0.7523809523809524
mpdd,0,2,B,metal_plate,0.756039665543507,0.9420209721898015,0.9996141230947327,0.9989165763813651
mpdd,0,2,B,tubes,0.7004827545091131,0.9838009339310008,0.9831327875544105,0.957427536231884
mpdd,0,2,S,bracket_black,0.04782129338389707,0.9367137997231814,0.6241102071768768,0.4820478723404255
mpdd,0,2,S,bracket_brown,0.043308673865775416,0.9268723573188242,0.6793357099056564,0.4660633484162896
mpdd,0,2,S,bracket_white,0.14577065697861974,0.994862301801044,0.8034774456550309,0.7822222222222223
mpdd,0,2,S,connector,0.16761426403087212,0.9649259491579616,0.4191647362899402,0.6833333333333333
mpdd,0,2,S,metal_plate,0.8454822740874466,0.9670085613721211,1.0,1.0
mpdd,0,2,S,tubes,0.5663740195785567,0.9768208153938366,0.9739574774430313,0.9406702898550725
mpdd,0,2,C,bracket_black,0.0054246748153868735,0.9191619461292068,0.5412927554094715,0.38763297872340424
mpdd,0,2,C,bracket_brown,0.028724296578783347,0.9249674452225668,0.7313922613207775,0.6176470588235294
mpdd,0,2,C,bracket_white,0.05094524288809347,0.9912460466525594,0.70612586116721,0.7388888888888889
mpdd,0,2,C,connector,0.12903005007187537,0.9693936572218267,0.7565393945579704,0.8714285714285714
mpdd,0,2,C,metal_plate,0.940114977893344,0.9900282636631552,1.0,1.0
mpdd,0,2,C,tubes,0.48196734759187015,0.975520306128334,0.9510331039340129,0.8917572463768116
mpdd,0,2,A1_J,bracket_black,0.01464220954703266,0.9498238120973826,0.561718394831281,0.4607712765957447
mpdd,0,2,A1_J,bracket_brown,0.03336958537076313,0.9039260470367484,0.7598400574200704,0.5708898944193062
mpdd,0,2,A1_J,bracket_white,0.10598851655794717,0.9959438899418237,0.8071000882339985,0.8266666666666667
mpdd,0,2,A1_J,connector,0.2991109692986026,0.9694350265671895,0.6124756244175316,0.7928571428571428
mpdd,0,2,A1_J,metal_plate,0.8783905814375256,0.9764867677836552,1.0,1.0
mpdd,0,2,A1_J,tubes,0.7307357567288589,0.9881148125573069,0.9857863842897305,0.9660326086956522
mpdd,0,2,TRI_J,bracket_black,0.018055578520210648,0.9458112788641674,0.5764820482888726,0.47938829787234044
mpdd,0,2,TRI_J,bracket_brown,0.03730237126476039,0.9152140774870031,0.7379669213664902,0.5407239819004525
mpdd,0,2,TRI_J,bracket_white,0.14437489795354128,0.9956606668957011,0.820186919114331,0.8277777777777777
mpdd,0,2,TRI_J,connector,0.2478741121238276,0.9657751987674472,0.5240828909366061,0.7428571428571429
