method,dataset,seed,shot,n_categories,macro_pixel_ap,macro_pixel_auroc,macro_pixel_ap_stride8,macro_pixel_auroc_stride8,macro_image_auroc,macro_image_ap,mean_memory_bank_s,mean_s_per_image,mean_evaluation_s,mean_wall_clock_s,peak_gpu_mb,peak_ram_mb
AnomalyDINO_native_dinov2_vits14,btad,0,1,3,0.5630554451525086,0.9651873538726279,0.5621893612434439,0.9633527241330758,0.9274501805367908,0.8984291794635454,0.056999999999999995,0.06516666666666666,5.545333333333335,20.712,118.80029296875,1749.1
AnomalyDINO_native_dinov2_vits14,btad,0,4,3,0.5581594712194115,0.9608554139451287,0.5576050537718439,0.9591538778095003,0.939895343968017,0.9672366118652307,0.19933333333333336,0.08356666666666666,5.422666666666667,25.76266666666667,118.80029296875,1769.6
AnomalyDINO_native_dinov2_vits14,btad,1,1,3,0.5573383818310287,0.9655835124248499,0.5562910932902615,0.9634659884613117,0.933266973223668,0.9189820708464899,0.05266666666666667,0.06530000000000001,5.399333333333334,20.531333333333333,118.80029296875,1769.6
AnomalyDINO_native_dinov2_vits14,btad,1,4,3,0.5822895716516602,0.9688251765088328,0.5813086022605163,0.9669240921644408,0.9420117013123485,0.9489470422960179,0.21633333333333335,0.08373333333333333,5.476999999999999,25.774,118.80029296875,1769.6
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,6,0.2761413201936847,0.9566231284478461,0.28023859384397887,0.9577743046413781,0.6601805824232373,0.6750216752162812,0.10433333333333335,0.08816666666666667,1.4648333333333337,8.284333333333333,111.76025390625,971.3
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,6,0.31935996409365247,0.9693639467233904,0.32870572486750244,0.9703460231261994,0.7663360724912529,0.7788087147012489,0.282,0.10225000000000002,1.3341666666666667,9.404833333333332,112.51611328125,982.8
AnomalyDINO_native_dinov2_vits14,mpdd,1,1,6,0.30056687894706224,0.9569953249579407,0.30296032108537735,0.958397317949673,0.7365691756513164,0.7659545347872658,0.07733333333333334,0.08641666666666668,1.3825,8.069666666666668,112.51611328125,982.8
AnomalyDINO_native_dinov2_vits14,mpdd,1,4,6,0.34009393606188904,0.9678700564213164,0.34297489512564977,0.9683094689971816,0.7493068598914222,0.7722609867710615,0.31433333333333335,0.10185000000000001,1.4009999999999998,9.471833333333334,112.51611328125,982.8
