method,dataset,seed,shot,category,frame,n_test,grid,map_size,pixel_ap,pixel_auroc,pixel_ap_stride8,pixel_auroc_stride8,image_image_auroc,image_image_ap,image_score,memory_bank_s,scoring_s,evaluation_s,wall_clock_s,s_per_image,peak_gpu_mb,peak_ram_mb,peak_gpu_source,peak_ram_source,timing_sync,memory_bank_rows,reference_ids,rotation,masking
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,bracket_black,canvas,79,32x32,448x448,0.018835035719620117,0.929636450769557,0.02439452205838538,0.9324283675798506,0.42819148936170215,0.545265614816065,official mean of the top 1% patch distances,0.291,6.935,1.418,8.645,0.0878,111.76025390625,907.8,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1024,bracket_black/train/good/271.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,bracket_brown,canvas,77,32x32,448x448,0.04625527445261206,0.9301990598430191,0.045688098149489174,0.9308236522366755,0.44645550527903466,0.6391496255303947,official mean of the top 1% patch distances,0.073,6.812,1.385,8.27,0.0885,111.64794921875,907.8,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1024,bracket_brown/train/good/039.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,bracket_white,canvas,60,32x32,448x448,0.08459142855711149,0.9890712379247238,0.09433514780956422,0.9912126681180972,0.6144444444444445,0.5282193923941643,official mean of the top 1% patch distances,0.068,5.317,1.012,6.397,0.0886,111.64794921875,907.8,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1024,bracket_white/train/good/023.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,connector,canvas,44,32x32,448x448,0.09652689435120809,0.9470865377394905,0.09832207091066841,0.9467821479017529,0.5642857142857143,0.379645720655859,official mean of the top 1% patch distances,0.075,3.953,0.807,4.834,0.0898,111.64794921875,907.8,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1024,connector/train/good/048.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,metal_plate,canvas,97,32x32,448x448,0.8423135462702583,0.9692975447328993,0.8471735020833706,0.9703776118919074,0.9978331527627302,0.9992488262910798,official mean of the top 1% patch distances,0.058,8.008,2.172,10.239,0.0826,111.64794921875,968.8,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1024,metal_plate/train/good/029.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,tubes,canvas,101,32x32,448x448,0.5683257418112985,0.9744479396773874,0.5715182220523952,0.9750213801199853,0.9098731884057972,0.9586008716101243,official mean of the top 1% patch distances,0.061,9.265,1.995,11.321,0.0917,111.64794921875,971.3,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1024,tubes/train/good/069.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,bracket_black,canvas,79,32x32,448x448,0.10632342495858559,0.9657590427800677,0.13170032449944452,0.9690521550551325,0.5844414893617021,0.7098206677221834,official mean of the top 1% patch distances,0.311,8.05,1.313,9.674,0.1019,112.51611328125,971.3,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4096,bracket_black/train/good/271.png;bracket_black/train/good/281.png;bracket_black/train/good/084.png;bracket_black/train/good/143.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,bracket_brown,canvas,77,32x32,448x448,0.046728176913291515,0.9345096211305809,0.04681887154846848,0.9352838551201434,0.5256410256410258,0.7001751169425149,official mean of the top 1% patch distances,0.291,7.849,1.308,9.448,0.1019,112.51611328125,971.3,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4096,bracket_brown/train/good/039.png;bracket_brown/train/good/160.png;bracket_brown/train/good/150.png;bracket_brown/train/good/051.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,bracket_white,canvas,60,32x32,448x448,0.08137541910812622,0.9944026592388733,0.10416485177295358,0.9956779742839408,0.7122222222222223,0.6175486062739556,official mean of the top 1% patch distances,0.267,6.144,1.055,7.467,0.1024,112.51611328125,971.3,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4096,bracket_white/train/good/023.png;bracket_white/train/good/103.png;bracket_white/train/good/003.png;bracket_white/train/good/073.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,connector,canvas,44,32x32,448x448,0.20312552676920967,0.9694395566718319,0.20699563485863523,0.9693903902168032,0.8404761904761904,0.6707477940671217,official mean of the top 1% patch distances,0.269,4.604,0.671,5.544,0.1046,112.51611328125,971.3,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4096,connector/train/good/048.png;connector/train/good/043.png;connector/train/good/108.png;connector/train/good/072.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,metal_plate,canvas,97,32x32,448x448,0.8746316010067388,0.9743994321692323,0.8750971486422625,0.9747075519567694,1.0,1.0,official mean of the top 1% patch distances,0.258,9.452,2.015,11.725,0.0974,112.51611328125,982.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4096,metal_plate/train/good/029.png;metal_plate/train/good/012.png;metal_plate/train/good/040.png;metal_plate/train/good/043.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,tubes,canvas,101,32x32,448x448,0.603975635805963,0.9776733683497576,0.6074575178832503,0.9779642121244077,0.9352355072463768,0.9745601032017173,official mean of the top 1% patch distances,0.296,10.633,1.643,12.571,0.1053,112.51611328125,982.8,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4096,tubes/train/good/069.png;tubes/train/good/105.png;tubes/train/good/023.png;tubes/train/good/044.png,False,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,1,bracket_black,canvas,79,32x32,448x448,0.08765020078234904,0.9158302729001715,0.10445417405053366,0.9185938756972329,0.5146276595744681,0.6634470047127977,official mean of the top 1% patch distances,0.091,6.784,1.445,8.319,0.0859,112.51611328125,982.8,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1024,bracket_black/train/good/240.png,False,False
