dataset,category,seed,shot,revision,method,pixel_ap,pixel_auroc,is_new_d_method
btad,02,1,1,study,BAL_D_L,0.6483604137344711,0.9669429703332849,True
btad,02,1,4,corrected,D,0.6884687969182991,0.9627036212526994,True
btad,02,1,4,corrected,A1_J,0.5680662678126449,0.9608947992924839,False
btad,02,1,4,corrected,A1_L,0.5759441631490112,0.9613344876079208,False
btad,02,1,4,corrected,DUP_J,0.5473539837202017,0.9594891501786991,False
btad,02,1,4,corrected,DUP_L,0.5547018534135473,0.9599493188646457,False
btad,02,1,4,corrected,TRI_D_J,0.6428490741638275,0.9662280769982936,True
btad,02,1,4,corrected,TRI_D_L,0.6578297263559165,0.9671571019663988,True
btad,02,1,4,corrected,BAL_D_J,0.6421261767939082,0.9664836503585601,True
btad,02,1,4,corrected,BAL_D_L,0.6560338005598628,0.9673422296261229,True
btad,02,1,4,study,D,0.6884687969182991,0.9627036212526994,True
btad,02,1,4,study,A1_J,0.5680662707833983,0.9608948001697531,False
btad,02,1,4,study,A1_L,0.5759441562767937,0.9613344863573458,False
btad,02,1,4,study,DUP_J,0.5473540019546955,0.9594891505333397,False
btad,02,1,4,study,DUP_L,0.5547018463405052,0.9599493183980132,False
btad,02,1,4,study,TRI_D_J,0.642849070055422,0.9662280769609629,True
btad,02,1,4,study,TRI_D_L,0.6578297393299078,0.9671571014437705,True
btad,02,1,4,study,BAL_D_J,0.6421261935054403,0.966483649742605,True
btad,02,1,4,study,BAL_D_L,0.6560338008335465,0.967342229887437,True
btad,03,0,1,corrected,D,0.37828870763263733,0.9789314415687369,True
btad,03,0,1,corrected,A1_J,0.6654942495122134,0.9927191662110392,False
btad,03,0,1,corrected,A1_L,0.6794693278507026,0.9938971937426806,False
btad,03,0,1,corrected,DUP_J,0.6622999274069256,0.9917794757503796,False
btad,03,0,1,corrected,DUP_L,0.6720792188475321,0.9928390668002287,False
btad,03,0,1,corrected,TRI_D_J,0.7006627310914108,0.9934810712174439,True
btad,03,0,1,corrected,TRI_D_L,0.7134868931255018,0.9945277425999663,True
btad,03,0,1,corrected,BAL_D_J,0.6570503192916272,0.9933158334809018,True
btad,03,0,1,corrected,BAL_D_L,0.673427040464916,0.9943680424688033,True
btad,03,0,1,study,D,0.37828870763263733,0.9789314415687369,True
btad,03,0,1,study,A1_J,0.665410226156192,0.9925930292738351,False
btad,03,0,1,study,A1_L,0.6756059097429457,0.9937223408824769,False
btad,03,0,1,study,DUP_J,0.663183838911145,0.9917716739977461,False
btad,03,0,1,study,DUP_L,0.670252912991437,0.9927520837159753,False
btad,03,0,1,study,TRI_D_J,0.6987416166752367,0.9932466033988055,True
btad,03,0,1,study,TRI_D_L,0.709288617103323,0.9943005238143943,True
btad,03,0,1,study,BAL_D_J,0.6546271392880602,0.9928892045456769,True
btad,03,0,1,study,BAL_D_L,0.6659105193122369,0.9939940050265376,True
btad,03,0,4,corrected,D,0.45546384478319246,0.9844867405788484,True
btad,03,0,4,corrected,A1_J,0.756595678417082,0.9973773712113639,False
btad,03,0,4,corrected,A1_L,0.7744247144883428,0.9979069849612602,False
btad,03,0,4,corrected,DUP_J,0.7586734356493847,0.9970763361855723,False
btad,03,0,4,corrected,DUP_L,0.7680372182077873,0.9975337597633355,False
btad,03,0,4,corrected,TRI_D_J,0.7694753610710628,0.9962353817277714,True
btad,03,0,4,corrected,TRI_D_L,0.7766079995356989,0.9969895497371021,True
btad,03,0,4,corrected,BAL_D_J,0.7414961677747116,0.996310051205042,True
btad,03,0,4,corrected,BAL_D_L,0.7626809517226051,0.9971346429668471,True
btad,03,0,4,study,D,0.45546384478319246,0.9844867405788484,True
btad,03,0,4,study,A1_J,0.756180924763011,0.9972400614275254,False
btad,03,0,4,study,A1_L,0.7715252978745827,0.9977733523168203,False
btad,03,0,4,study,DUP_J,0.7586324984915996,0.9970234301040769,False
btad,03,0,4,study,DUP_L,0.7665552812115669,0.9974536978422607,False
btad,03,0,4,study,TRI_D_J,0.7679367199850694,0.9960155876480518,True
btad,03,0,4,study,TRI_D_L,0.7732025911603412,0.9968118174082503,True
btad,03,0,4,study,BAL_D_J,0.7384988137570305,0.9959600263732593,True
btad,03,0,4,study,BAL_D_L,0.7562635788355294,0.9968328790461646,True
btad,03,1,1,corrected,D,0.3606402319445208,0.9765411535006673,True
btad,03,1,1,corrected,A1_J,0.7144930584475365,0.9929786044050323,False
btad,03,1,1,corrected,A1_L,0.7264956758342922,0.9944113869827872,False
btad,03,1,1,corrected,DUP_J,0.7086487117909492,0.9924689930155838,False
btad,03,1,1,corrected,DUP_L,0.7166679688329156,0.9936552647483187,False
btad,03,1,1,corrected,TRI_D_J,0.7366882178557072,0.9931209792653253,True
btad,03,1,1,corrected,TRI_D_L,0.7559786491759102,0.9945792478220109,True
btad,03,1,1,corrected,BAL_D_J,0.7099498700583063,0.9926340746783061,True
btad,03,1,1,corrected,BAL_D_L,0.7277591166497801,0.994247562453763,True
btad,03,1,1,study,D,0.3606402319445208,0.9765411535006673,True
btad,03,1,1,study,A1_J,0.711986100321252,0.9927916166976483,False
btad,03,1,1,study,A1_L,0.7239609703148346,0.9942491097670283,False
btad,03,1,1,study,DUP_J,0.707152645702727,0.9924052431777896,False
btad,03,1,1,study,DUP_L,0.7154781340139778,0.9935733969942795,False
btad,03,1,1,study,TRI_D_J,0.734286099991191,0.9928210544168796,True
btad,03,1,1,study,TRI_D_L,0.7522077636349559,0.994362661655155,True
btad,03,1,1,study,BAL_D_J,0.7052370418518248,0.9921346895700303,True
btad,03,1,1,study,BAL_D_L,0.7207422980770315,0.9938823008255783,True
btad,03,1,4,corrected,D,0.4467447386461586,0.9814880301685784,True
btad,03,1,4,corrected,A1_J,0.7551435753735262,0.9962655601874231,False
btad,03,1,4,corrected,A1_L,0.7657717311416359,0.9970165595536132,False
btad,03,1,4,corrected,DUP_J,0.7510123952583153,0.9958928810324945,False
btad,03,1,4,corrected,DUP_L,0.7565452756788524,0.9964876492845639,False
btad,03,1,4,corrected,TRI_D_J,0.7657501471051039,0.9953731491101429,True
btad,03,1,4,corrected,TRI_D_L,0.7810517597203974,0.9963513067420202,True
btad,03,1,4,corrected,BAL_D_J,0.7411512884314639,0.9952470860459657,True
btad,03,1,4,corrected,BAL_D_L,0.7617611690363189,0.9962958059153217,True
btad,03,1,4,study,D,0.4467447386461586,0.9814880301685784,True
btad,03,1,4,study,A1_J,0.7544401048086974,0.9961275732700662,False
btad,03,1,4,study,A1_L,0.7635353242794447,0.9968595891348939,False
btad,03,1,4,study,DUP_J,0.7517400749070093,0.995840781954591,False
btad,03,1,4,study,DUP_L,0.7554656814617505,0.9964099148304807,False
btad,03,1,4,study,TRI_D_J,0.7650263972540454,0.9951448530993328,True
btad,03,1,4,study,TRI_D_L,0.7780636648542653,0.99616934240047,True
btad,03,1,4,study,BAL_D_J,0.738549212147473,0.994847388603178,True
btad,03,1,4,study,BAL_D_L,0.7561439276820011,0.9959924528271707,True
