dataset,evaluation_revision,metric,contrast,stride,n_conditions,point_delta,stride8_point_delta,stride8_replicate_mean,stride8_ci95_low,stride8_ci95_high,note
mpdd,study,pixel_ap,I_TRI_D: (TRI_D_L-DUP_L) - (TRI_D_J-DUP_J),1,4,0.010326134527503389,0.009736654303729997,0.01020447401959265,0.006015345919860121,0.014717621006207427,stride-1 point estimate; the stride-8 columns are the point estimate and the paired replicate mean from S3
mpdd,study,pixel_ap,I_BAL_D: (BAL_D_L-A1_L) - (BAL_D_J-A1_J),1,4,0.006944750441953543,0.006284159533464229,0.0068585612151054855,0.0027875161330798647,0.012182193036272257,stride-1 point estimate; the stride-8 columns are the point estimate and the paired replicate mean from S3
btad,corrected,pixel_ap,I_TRI_D: (TRI_D_L-DUP_L) - (TRI_D_J-DUP_J),1,4,0.006236800588334285,0.0062192514187020265,0.006314626223621986,0.003733548562649305,0.009174510029621111,stride-1 point estimate; the stride-8 columns are the point estimate and the paired replicate mean from S3
btad,corrected,pixel_ap,I_BAL_D: (BAL_D_L-A1_L) - (BAL_D_J-A1_J),1,4,0.004956309028102457,0.005012147241435255,0.005238034469989172,0.0023877728208764877,0.008827992083292229,stride-1 point estimate; the stride-8 columns are the point estimate and the paired replicate mean from S3
btad,study,pixel_ap,I_TRI_D: (TRI_D_L-DUP_L) - (TRI_D_J-DUP_J),1,4,0.005977098933532876,0.006042209414347438,0.006143214383027379,0.0035150760097699845,0.009108388081327214,stride-1 point estimate; the stride-8 columns are the point estimate and the paired replicate mean from S3
btad,study,pixel_ap,I_BAL_D: (BAL_D_L-A1_L) - (BAL_D_J-A1_J),1,4,0.004366584141387464,0.004511515937853761,0.004704138243089523,0.001939351124227453,0.007907603806526642,stride-1 point estimate; the stride-8 columns are the point estimate and the paired replicate mean from S3
