dataset,seed,shot,category,method,pixel_stride,pixel_auroc,pixel_ap,image_auroc,image_ap
mvtec,2,4,transistor,B,1,0.8954493633437199,0.4757591423331454,0.9375,0.9206079276421181
mvtec,2,4,transistor,S,1,0.9130268375119381,0.5340478717177347,0.9454166666666668,0.9133284760825573
mvtec,2,4,transistor,C,1,0.8749473477195299,0.3891629659795226,0.9158333333333333,0.8766516326892192
mvtec,2,4,transistor,A1_J,1,0.9075425126250649,0.48175282036164635,0.9529166666666666,0.9373165835154439
mvtec,2,4,transistor,TRI_J,1,0.9082829982506272,0.5103967105372988,0.9679166666666666,0.9542291197046349
mvtec,2,4,transistor,BAL_J,1,0.9118839774712488,0.5063808693846125,0.96625,0.9522696300651765
mvtec,2,4,transistor,DUP_J,1,0.9037040989047139,0.48258921455844395,0.95125,0.9377221658332329
mvtec,2,4,transistor,DUP_BAL_J,1,0.9075425126250649,0.48175282036164635,0.9529166666666666,0.9373165835154439
mvtec,2,4,transistor,DUP_EXPECTED_J,1,0.9037040989047139,0.48258921455844395,0.95125,0.9377221658332329
mvtec,2,4,transistor,A1_L,1,0.9148576783843739,0.4945664798166334,0.9537500000000001,0.9417837793218531
mvtec,2,4,transistor,DUP_L,1,0.9073827214988653,0.48814449114371616,0.9458333333333333,0.9315027310883818
mvtec,2,4,transistor,TRI_L,1,0.9207861118862857,0.528696962849829,0.9700000000000001,0.9578324539984342
mvtec,2,4,transistor,BAL_L,1,0.92617059991091,0.5300703559030746,0.9704166666666667,0.9581643806325592
